F1 Decision Tree,F1 Neural Network,F1 Random Forest,F1 SVM,F1 Logistic Regression,F1 XGBoost
0.820900115658551,0.8647956318305037,0.8859025074820558,0.8033843913889673,0.8634891296443579,0.8582287076300545
0.7926211865520064,0.8739292935495651,0.8855220185791023,0.8033843913889673,0.8729036724275057,0.8813359949210325
0.8311181889080983,0.8676801271213843,0.8868842835738217,0.7989837990571634,0.8683538960415987,0.8573781343525696
0.8249016629082205,0.8370368268202931,0.9054858050867032,0.8033843913889673,0.8732005073670168,0.8659659949765306
0.8204230296647358,0.8777571891814845,0.8805431151004477,0.8033843913889673,0.8729036724275057,0.8714301541383465
0.8074526222980627,0.8725789017134364,0.895410631858551,0.8033843913889673,0.8592651574234152,0.861906461852298
0.8311181889080983,0.8506996995463176,0.8714301541383465,0.8033843913889673,0.8680316641694586,0.8623497541083979
0.8352455012949147,0.8647956318305037,0.8862559241706162,0.7989837990571634,0.8634891296443579,0.8767772511848341
0.826237732317764,0.8582287076300545,0.8805431151004477,0.8033843913889673,0.8729036724275057,0.8672985781990521
0.7970701027288063,0.8683538960415987,0.895410631858551,0.8033843913889673,0.8729036724275057,0.8532959878420228
0.8266070614379716,0.8598047555393526,0.8855220185791023,0.8033843913889673,0.8729036724275057,0.8767772511848341
0.8015201906820765,0.8643581617000121,0.8805431151004477,0.8033843913889673,0.8683538960415987,0.8759821867940275
0.8159473024749637,0.8689130277486343,0.875539852478207,0.8033843913889673,0.8729036724275057,0.8573781343525696
0.8253859023480427,0.8643581617000121,0.8859025074820558,0.8033843913889673,0.8729036724275057,0.861906461852298
0.8164164157286192,0.8859025074820558,0.8805431151004477,0.8033843913889673,0.8729036724275057,0.8763943831055604
0.8070018729454715,0.8774579738716403,0.8855220185791023,0.7989837990571634,0.8732005073670168,0.8573781343525696
0.8127328967837633,0.8465208490569488,0.9003222357336674,0.8033843913889673,0.8729036724275057,0.8573781343525696
0.8491790447650955,0.8786935058813831,0.8950618503641771,0.8033843913889673,0.8729036724275057,0.866886258729065
0.8253859023480427,0.8868842835738217,0.8855220185791023,0.8033843913889673,0.8729036724275057,0.8563921374748543
0.8009478672985783,0.8651243825045913,0.8805431151004477,0.8033843913889673,0.8729036724275057,0.866886258729065
0.8015201906820765,0.8600309683246727,0.8763943831055604,0.8033843913889673,0.8729036724275057,0.8528566337020804
0.8119341372022839,0.8450228423374652,0.8950618503641771,0.8033843913889673,0.8729036724275057,0.8627607628199567
0.820900115658551,0.8683538960415987,0.8851137099798834,0.8033843913889673,0.8729036724275057,0.8623497541083979
0.8348245022211214,0.8643581617000121,0.8718428745147152,0.8033843913889673,0.8729036724275057,0.8582287076300545
0.8348245022211214,0.9054858050867032,0.89082911532735,0.8033843913889673,0.8777571891814845,0.8816903127758249
0.7980600672882121,0.8640974265324642,0.8904775387104432,0.8033843913889673,0.8686474802618542,0.843363513295763
0.8070018729454715,0.8442631020942001,0.8859025074820558,0.8033843913889673,0.8729036724275057,0.8523827695662496
0.8348245022211214,0.8600309683246727,0.8813359949210325,0.8033843913889673,0.8729036724275057,0.8714301541383465
0.8253859023480427,0.8825930623768675,0.8855220185791023,0.8033843913889673,0.8734700178060875,0.8714301541383465
0.7935888975543424,0.9003222357336674,0.8862559241706162,0.8033843913889673,0.8729036724275057,0.8623497541083979
0.8314596071053869,0.8855220185791023,0.8855220185791023,0.8033843913889673,0.8729036724275057,0.8623497541083979
0.8159473024749637,0.8820175015865154,0.8957345971563981,0.7989837990571634,0.8595496725878224,0.8709865643084834
0.8249016629082205,0.8676801271213843,0.8865829661040436,0.8033843913889673,0.8732005073670168,0.866886258729065
0.8033695416229515,0.8739292935495651,0.8859025074820558,0.8033843913889673,0.8732005073670168,0.8582287076300545
0.826237732317764,0.9000012309964917,0.8904775387104432,0.8033843913889673,0.8729036724275057,0.8578199052132701
0.8352455012949147,0.8602288300119911,0.8805431151004477,0.8033843913889673,0.8729036724275057,0.8573781343525696
0.8159473024749637,0.8634891296443579,0.8904775387104432,0.8033843913889673,0.8729036724275057,0.8569025232238779
0.8172344701643485,0.8957345971563981,0.89082911532735,0.8033843913889673,0.8729036724275057,0.8627607628199567
0.8172344701643485,0.8540745868612102,0.8718428745147152,0.8033843913889673,0.8729036724275057,0.8578199052132701
0.7940061864621396,0.8631403018403576,0.8904775387104432,0.8033843913889673,0.8729036724275057,0.8664423550089527
0.8033695416229515,0.874120071014607,0.8763943831055604,0.8033843913889673,0.8729036724275057,0.8523827695662496
0.8114738059563695,0.8734700178060875,0.8813359949210325,0.8033843913889673,0.8729036724275057,0.8623497541083979
0.8303264253607324,0.8683538960415987,0.8859025074820558,0.8033843913889673,0.8729036724275057,0.8623497541083979
0.820900115658551,0.8709865643084834,0.8950618503641771,0.8033843913889673,0.8729036724275057,0.8627607628199567
0.8213374303421695,0.8734700178060875,0.8950618503641771,0.8033843913889673,0.8729036724275057,0.8763943831055604
0.8213374303421695,0.8820175015865154,0.895410631858551,0.8033843913889673,0.8729036724275057,0.8664423550089527
0.7988758949345007,0.8592651574234152,0.8900996658924119,0.8033843913889673,0.8729036724275057,0.8623497541083979
0.8224193570165135,0.8645907227013848,0.89082911532735,0.8033843913889673,0.8683538960415987,0.8573781343525696
0.8164164157286192,0.869362237103028,0.8859025074820558,0.8033843913889673,0.8729036724275057,0.8676801271213843
0.8168451773079134,0.8554711926464006,0.8763943831055604,0.8033843913889673,0.8729036724275057,0.89082911532735
0.8119341372022839,0.8638079523571663,0.8805431151004477,0.8033843913889673,0.8729036724275057,0.8623497541083979
0.8258309585117671,0.8634891296443579,0.8763943831055604,0.8033843913889673,0.8732005073670168,0.843363513295763
0.8025308440623979,0.8900996658924119,0.8851137099798834,0.8033843913889673,0.8777571891814845,0.8573781343525696
0.8356302873276146,0.8586053544672771,0.9003222357336674,0.8033843913889673,0.8729036724275057,0.8718428745147152
0.8408229622661988,0.8729036724275057,0.8813359949210325,0.8033843913889673,0.8729036724275057,0.8573781343525696
0.8253859023480427,0.8734700178060875,0.8859025074820558,0.7989837990571634,0.8729036724275057,0.8569025232238779
0.8307407234820554,0.8919856173867181,0.8851137099798834,0.8033843913889673,0.8729036724275057,0.8528566337020804
0.839752735062914,0.8506996995463176,0.8813359949210325,0.8033843913889673,0.8732005073670168,0.8532959878420228
0.8074526222980627,0.8605413729472832,0.8805431151004477,0.8033843913889673,0.8729036724275057,0.8623497541083979
0.7886675122783616,0.8638079523571663,0.9000012309964917,0.8033843913889673,0.8729036724275057,0.8676801271213843
0.8109716101734061,0.8558226157807702,0.895410631858551,0.7989837990571634,0.8683538960415987,0.8523827695662496
0.8074526222980627,0.8540745868612102,0.8862559241706162,0.8033843913889673,0.8729036724275057,0.866886258729065
0.8352455012949147,0.874120071014607,0.89082911532735,0.8033843913889673,0.8683538960415987,0.8573781343525696
0.8343664378861547,0.8820175015865154,0.8904775387104432,0.8033843913889673,0.8729036724275057,0.8672985781990521
0.8029712203927815,0.8634891296443579,0.8859025074820558,0.8033843913889673,0.8777571891814845,0.8569025232238779
0.8109716101734061,0.9006198627316929,0.8950618503641771,0.8033843913889673,0.8683538960415987,0.8627607628199567
0.8356302873276146,0.877131546612714,0.8859025074820558,0.8033843913889673,0.8683538960415987,0.8664423550089527
0.8025308440623979,0.8600309683246727,0.9052132701421801,0.8033843913889673,0.8729036724275057,0.861906461852298
0.839752735062914,0.8645907227013848,0.895410631858551,0.8033843913889673,0.8729036724275057,0.8532959878420228
0.8317657066472234,0.8780298031002933,0.8809538464243948,0.8033843913889673,0.8592651574234152,0.8718428745147152
0.7980600672882121,0.8725789017134364,0.8805431151004477,0.8033843913889673,0.8777571891814845,0.866886258729065
0.8159473024749637,0.8739292935495651,0.895410631858551,0.8033843913889673,0.8729036724275057,0.8423169119325907
0.8098375124700927,0.8491790447650955,0.8911550877537587,0.8033843913889673,0.8729036724275057,0.8722255377978907
0.8314596071053869,0.8683538960415987,0.89082911532735,0.8033843913889673,0.8729036724275057,0.8573781343525696
0.8109716101734061,0.895410631858551,0.8855220185791023,0.8033843913889673,0.8729036724275057,0.8578199052132701
0.806508702601885,0.8816903127758249,0.8862559241706162,0.8033843913889673,0.8683538960415987,0.861906461852298
0.8352455012949147,0.8532959878420228,0.9000012309964917,0.8033843913889673,0.8729036724275057,0.866886258729065
0.8070018729454715,0.8734700178060875,0.8855220185791023,0.8033843913889673,0.8683538960415987,0.8763943831055604
0.8298744491560656,0.8649733707939572,0.8904775387104432,0.8033843913889673,0.8729036724275057,0.8487772881387249
0.7980600672882121,0.823498732503031,0.8859025074820558,0.8033843913889673,0.8683538960415987,0.8623497541083979
0.8213374303421695,0.8631403018403576,0.8805431151004477,0.8033843913889673,0.8729036724275057,0.8664423550089527
0.8025308440623979,0.8739292935495651,0.8759821867940275,0.8033843913889673,0.8729036724275057,0.8718428745147152
